path,class_
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal126.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard70.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper34.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard199.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic335.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal14.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass495.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard153.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal364.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass430.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic447.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass86.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal214.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic372.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass296.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal20.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal48.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper429.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper574.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic106.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal36.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic406.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic348.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass335.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic144.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard167.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash133.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard156.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass133.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal360.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass38.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass465.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal88.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper140.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper500.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper348.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper246.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard71.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic403.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash96.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash25.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper481.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic311.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass377.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass221.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard125.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal410.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard316.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal102.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic284.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal89.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper591.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal263.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass498.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper407.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper547.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass244.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass55.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal33.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass179.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard241.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass213.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper331.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard259.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal37.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper224.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic181.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal295.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic239.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass131.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass68.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard336.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass100.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal249.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper393.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper545.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic290.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass416.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper25.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic72.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic18.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper234.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal256.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard73.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper448.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal142.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass242.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper587.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal318.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass280.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic329.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal34.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic81.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper492.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash108.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal177.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass272.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass155.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal60.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic363.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper242.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper524.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass95.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic482.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper31.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper46.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper446.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal239.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash107.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal154.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard217.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass257.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper59.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal82.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper155.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass44.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal384.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper496.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash12.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper300.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper306.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic409.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal96.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper282.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass436.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper593.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash37.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard99.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal73.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper303.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash137.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal264.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal205.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic292.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper355.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper434.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash33.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass158.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper456.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic148.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass476.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass189.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash74.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper262.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper66.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard214.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper367.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard193.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper421.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass226.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic371.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper552.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard215.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal204.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper129.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper567.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper5.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper309.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal53.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal248.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash90.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass324.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal101.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal400.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper465.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper376.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic172.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic238.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass50.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard11.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass393.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic361.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper4.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper243.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper93.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard332.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper428.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard400.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper372.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal405.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic328.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic481.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper285.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper273.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper476.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass194.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper101.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper204.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass468.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper159.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard132.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper197.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper141.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard111.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper562.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper100.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard102.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic120.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper91.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal76.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass375.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper424.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic214.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal137.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard85.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic124.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass126.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard23.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass255.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass331.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic13.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal17.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal65.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard311.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper342.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic440.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash71.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard17.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic415.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash97.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass397.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic283.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard44.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass75.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper67.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal110.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper283.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper226.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper263.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic369.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass330.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal323.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard81.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper479.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash126.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic84.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard52.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic433.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass240.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass94.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal69.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic74.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper189.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal78.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass150.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic270.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic149.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard224.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard288.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper96.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper503.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic54.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard403.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper469.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass361.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard236.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass353.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard146.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass178.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic11.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper507.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper394.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard179.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass9.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal203.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass486.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper261.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash6.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard82.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper15.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper134.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper576.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal352.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper441.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper123.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass83.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass174.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic473.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard112.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal7.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard344.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard260.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash59.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper495.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal266.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash122.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass370.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic225.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass282.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard320.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard370.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass398.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard39.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard383.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard219.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper422.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic365.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard143.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper314.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal40.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard203.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper195.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic99.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper297.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard157.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash88.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard228.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass147.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass409.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard243.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper494.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper50.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash72.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper586.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper293.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass250.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass441.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic206.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard151.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic407.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper560.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash113.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard75.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic153.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper126.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash105.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic446.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass20.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic451.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper350.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass87.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal328.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard314.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationcardboard/cardboard394.jpg,cardboard
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal21.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass209.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic112.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic62.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationmetal/metal163.jpg,metal
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic376.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationtrash/trash19.jpg,trash
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic36.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic469.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic439.jpg,plastic
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper73.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationglass/glass76.jpg,glass
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper121.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper384.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationpaper/paper365.jpg,paper
D:/Code/Flutter/recycle/model/Garbage classificationplastic/plastic392.jpg,plastic
